title,description,type_specific,file,label,content,date,name,role,email,details
AASTMT Events,,event,html\plain_aast.edu_en_events_index.php_unit_id=1.html,event,,"<script type='text/javascript' src='https://platform-api.sharethis.com/js/sharethis.js#property=63ac4499caf2ee001a714b34&product=sop' async='async'></script> <link rel=""shortcut icon"" href=""img\favicon.png"" type=""image/x-icon""> <link rel=""stylesheet"" href=""css\font-icons.css""> <link rel=""stylesheet"" href=""css\plugins.css""> <link rel=""stylesheet"" href=""css\style.css""> <link rel=""stylesheet"" href=""css\owl.css""> <link rel=""stylesheet"" href=""css\upper-sec.css""> <link rel=""stylesheet"" href=""css/mklb.css""> <script src=""jquery-1.12.0.min.js"" type=""text/javascript""></script> <script src=""script.js""></script>",,,,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world. Connects the AASTMT and its students with the broader community. It involves volunteering and engagement in various projects and activities aimed at addressing societal needs. with economic challenges & sustained economic growth quality has become an urgent need MRCC was established in the AASTMT to serve the maritime transport sector in Egypt and Arab countries. The RMSI was established at AASTMT to implement the international requirements. Consultancy Services through Arab Maritime Accident Investigation Consultative Center - AMAIC The Arab Academy for Science, Technology and Maritime Transport - one of the technical arms and specialized organizations of the League of Arab States - is honored to announce participating in the activities of the Conference of the Parties to the United Nations Framework Interdisciplinary Studies in the Digital Era: Innovation and Digitization in Language, Culture and Communication Conference Dates & Duration: Monday 27th - Wednesday 29th November 2023 (10:00 AM – 4:00 PM) Venue: Abu Kir campus, This's an announcement and information required for the 3rd International Staff Training Week (ESOGU ISTW 2025) between 12-16 May 2025 within the Erasmus+ ICM partnership between ESOGU and AASTMT. The entire details and information for Staff Mobility t"
AASTMT Events,,event,html\plain_aast.edu_en_events_index.php_unit_id=482.html,event,,"<script type='text/javascript' src='https://platform-api.sharethis.com/js/sharethis.js#property=63ac4499caf2ee001a714b34&product=sop' async='async'></script> <link rel=""shortcut icon"" href=""img\favicon.png"" type=""image/x-icon""> <link rel=""stylesheet"" href=""css\font-icons.css""> <link rel=""stylesheet"" href=""css\plugins.css""> <link rel=""stylesheet"" href=""css\style.css""> <link rel=""stylesheet"" href=""css\owl.css""> <link rel=""stylesheet"" href=""css\upper-sec.css""> <link rel=""stylesheet"" href=""css/mklb.css""> <script src=""jquery-1.12.0.min.js"" type=""text/javascript""></script> <script src=""script.js""></script>",,,,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world. Connects the AASTMT and its students with the broader community. It involves volunteering and engagement in various projects and activities aimed at addressing societal needs. with economic challenges & sustained economic growth quality has become an urgent need MRCC was established in the AASTMT to serve the maritime transport sector in Egypt and Arab countries. The RMSI was established at AASTMT to implement the international requirements. Consultancy Services through Arab Maritime Accident Investigation Consultative Center - AMAIC With 1800+ participants, 1200+ trained, and 900+ new ideas & business models, we’ve paved the way for aspiring entrepreneurs in Cairo and Alexandria.Join us as we celebrate the success of the ready For Tomorrow project, powered by AA"
50 Years Journey in Brief,"The academy is regarded as one of the most highly respected training centres, offering certificates in a wide range of specialisations to assist individuals and business organisations in Egypt and the Arab World",college,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Far%2F%26lnselect%3D1.html,college,,,,,,
"Arab Academy for Science, Technology & Maritime Transport | Colleges","We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Far%2Fcolleges%2F%26lnselect%3D1.html,college,,,,,,
50 عاماً من التميز,,announcement,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2F%26lnselect%3D2.html,announcement,"نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC بدأنا أنشطتنا في الإسكندرية أصبحت الأكاديمية فرعا لإتحاد في مصر VMU عضو في الاتحاد الدولي للجامعات من بين المراكز الستة الأولى للمعيار ISO مستويات التعليم العالي أنشأت الأكاديمية حرمًا جامعيًا جديدًا على أحدث طراز في القرية الذكية رقم 1 لجودة التعليم في مصر وفقًا لـ تصنيفات التأثير نحن نفخر بأنفسنا في الأكاديمية لدعم طلابنا وأعضاء هيئة التدريس والموظفين لدينا ويشرفنا أن نشارك نجاحهم وجوائزهم (AAM Team) (ROV Team) إنجازات وجوائز الأكاديمية إنجازات وجوائز الأكاديمية إنجازات وجوائز الأكاديمية الشؤون البحرية بالأكاديمية دعم قطاع التعليم والتدريب البحري تنظم كلية اللغة والإعلام بالأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري المؤتمر الدولي الثالث، LANACOM 2025، تحت عنوان ""الحوار بين الثقافات وآ نحن سعداء بالإعلان عن مؤتمر MARLOG 14 القادم، المقرر عقده في الفترة من 23 إلى 25 فبراير 2025. سيجمع هذا الحدث نخبة من المحترفين والباحثين والمبتكرين في قطاعات هذا إعلان ومعلومات مطلوبة للأسبوع الدولي الثالث لتدريب الموظفين (ESOGU ISTW 2025) في الفترة من 12 إلى 16 مايو 2025، ضمن شراكة برنامج إيراسموس+ ICM بين ESOGU وAASTMT. هذا إعلان ومعلومات مطلوبة للأسبوع الدولي الثالث لتدريب الموظفين (ESOGU ISTW 2025) في الفترة من 12 إلى 16 مايو 2025، ضمن شراكة برنامج إيراسموس+ ICM بين ESOGU وAASTMT. هذا إعلان ومعلومات مطلوبة للأسبوع الدولي الثالث لتدريب الموظفين (ESOGU ISTW 2025) في الفترة من 12 إلى 16 مايو 2025، ضمن شراكة برنامج إيراسموس+ ICM بين ESOGU وAASTMT. مناقصة لشراء شاحنة نقل النفايات مناقصة لشراء شاحنة نقل النفايات شروط التعاقد مع مستشار لتقديم الدعم الفني لخمسة فرق فائزة في مسابقة الوطنية شروط التعاقد مع مستشار لتقديم الدعم الفني لخمسة فرق فائزة في مسابقة الوطنية مشروع يون جرين لدعم اعضاء هيئة التدريس مشروع يون جرين لدعم اعضاء هيئة التدريس إعلان عن الاختصاصات الخاصة بمستشار رئيسي لتجميع وصياغة ورقة السياسة إعلان عن الاختصاصات الخاصة بمستشار رئيسي لتجميع وصياغة ورقة السياسة إعلان طلب تقديم خدمات تصميم وطباعة دراسة حالة لمشروع يونيجرين إعلان طلب تقديم خدمات تصميم وطباعة دراسة حالة لمشروع يونيجرين تقديم الدعم لجميع الطلاب ، بالإضافة إلى فرص لا حصر لها لتكوين صداقات جديدة تتوفر مرافق رياضية رائعة ، مهما كانت الرياضة التي تمارسها للتواصل واكتساب خبرات تعليمية قيمة خارج الفصل الدراسي تعد الأكاديمية واحدة من أكبر مراكز التدريب ، حيث تقدم شهادات في مجموعة واسعة من التخصصات لمساعدة الأفراد والمؤسسات في مصر والعالم العربي. كلية الإدارة والتكنولوجيا ككلية الهندسة والتكنولوجيا كلية اللغة والإعلام كلية الإدارة والتكنولوجيا توظيف المعرفة العلمية والخبرة والتطوير التكنولوجي في جميع مجالات الأكاديمية قراءة المزيد عن البحث والابتكار تعرف على مشاريعنا البحثية استكشف تصنيف الأكاديمية قائمة كاملة بالمقالات البحثية بالأكاديمية ناشر لمجلات أكاديمية عالمية كليات, معاهد، مراكز الشركات الناشئة ، المسابقات مسابقات ، معلوماتية ، روبوتات خدمات التدريب والاستشارات على مدار 50 عامًا ، حققت الأكاديمية العديد من الإنجازات في التعليم والتدريب والبحث في مجالات النقل البحري وعلوم الهندسة والإدارة. ويرجع ذلك إلى التطبيق المنهجي للتكنولوجيا الحديثة في هذه المجالات تاريخ الإشادة بالأكاديمية #1848 Worldwide #101 Arab Region Exceptional Performance & Quality standards #1 Egypt in Quality Education بدء الدراسة بالفصل الدراسي الأول بدء التسجيل وسداد المصروفات بالفصل الدراسي الأول إعلان نتائج الفصل الدراسي الصيفي",,,,,
عن الاكاديمية,,news,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fabout%2F%26lnselect%3D2.html,news,"نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC على مدار 50 عامًا ، حققت الأكاديمية العديد من الإنجازات في التعليم والتدريب والبحث في مجالات النقل البحري وعلوم الهندسة والإدارة. ويرجع ذلك إلى التطبيق المنهجي للتكنولوجيا الحديثة في هذه المجالات على مدار أكثر من 50 عامًا ، حققت الأكاديمية العديد من الإنجازات في التعليم والتدريب والبحث في مجالات النقل البحري وعلوم الهندسة والإدارة. ويرجع ذلك إلى التطبيق المنهجي للتكنولوجيا الحديثة في هذه المجالات. وبذلك تمكنت الأكاديمية من الانتقال من الإقليمية إلى العالمية. فيما يتعلق بمجالات ممارسة الأكاديمية المتنوعة وتطلعاتها المستقبلية ورغبتها في ضمان تحقيق تنميتها المستدامة .. أهلا بكم وشكرا على اهتمامكم بالأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري (AASTMT). منذ إنشائها في عام 1972 ، كرست الأكاديمية جهودها لتعزيز بيئة مهنية عالية لتطوير المعرفة وتطوير الإمكانات البشرية وفتح أرضية فكرية وأكاديمية جديدة بهدف تحسين حياة البشر والمجتمعات في جميع أنحاء العالم العربي والعالم. العالم أجمع. كلمات من "" كان العمل عن كثب مع مؤسسة عالمية مثل الأكاديمية العربية أحد أبرز 17 عامًا في مصر. القيادة الملهمة ، والكفاءات العالية ، والموظفين المتفانين ، والإبداع ، والاحتراف ، والانفتاح ، وقبل كل شيء ، الالتزام بالتعليم ."" القنصل العام لصاحبة الجلالة البريطانية "" كنت سعيدًا بزيارة مبنى المحاكاة الذي لا مثيل له في العالم بأسره. لقد شاهدت أيضًا السباق البحري للطلاب وهم يشعرون بالسعادة والفخر بالتقدم الذي حققته الأكاديمية في جميع المجالات بالإضافة إلى الانضباط الواضح للطلاب. لم يكن هذا ليتم تحقيقه بدون قيادة منضبطة وعقلانية ومنظمة ."" القائد العام للقوات البحرية "" تتميز الأكاديمية في عالمنا العربي بالمستوى العالي لطلابها في جميع التخصصات التي تقدمها الأكاديمية. وقعنا مذكرة تفاهم بين الاكاديمية ووزارة الاشغال العامة والنقل في لبنان للاشراف والتعاون مع المعهد البحري التابع للوزارة لتدريب البحارة وادارة المعهد.."" وزير الأشغال العامة والنقل لبنان","var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
,,staff,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fabout%2Fcontenttemp.php%3Fpage_id%3D1000100020%26lnselect%3D2.html,staff,,,عن الاكاديمية,,,
,,staff,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fabout%2Fcontenttemp.php%3Fpage_id%3D1000100025%26lnselect%3D2.html,staff,,,عن الاكاديمية,,,
عن الاكاديمية,,news,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fabout%2Fcontenttemp.php%3Fpage_id%3D1000100031%26lnselect%3D2.html,news,"نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC تمثل رؤية ورسالة الأكاديمية وقيمها الحاكمة إنعكاسً ا لفلسفة الأكاديمية منذ نشأتها وتأكيدًا لرغبتها فى أن تكون منارة العلم فى مصر والمنطقة العربية، إضافة إلى كونها عنصر فاعل فى تحقيق التنمية الاقتصادية والاجتماعية المستدامة . وإنطلاقًا من هذا تم تحديد رؤية ورسالة الأكاديمية والقيم الحاكمة لها كما يلى: ""أن تكون الأكاديمية مؤسسة تعليمية ذكية ذات تأثير إيجابي على مجتمع المعرفة من خلال البحث والابتكار والإبداع وريادة الأعمال"". ""تحقيق التنمية المستدامة في المجتمع بتقديم خريجين متميزين قادرين على إحداث التغيير يتم إعدادهم من خلال برامج تعليم وتدريب ذات معايير دولية ورأس مال فكرى من ذوى الكفاءة ومراكز تميز في البحث العلمي والتدريب والاستشارات من خلال تطبيق أعلى معايير الجودة والحوكمة"".",19838,,,,
القبول والتسجيل بالأكاديمية,تقدم الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري لطلابها الفرصة لاكتساب مناهج بدرجة أجنبية بالإضافة إلى شهادة الأكاديمية أو درجة مشتركة خلال نفس فترة الدراسة. تسعى الأكاديمية دائمًا جاهدة لتوسيع شبكتها في جميع أنحاء العالم من خلال التعاون مع الجامعات والمؤسسات الأكثر شهرة لتبادل الخبرات المعرفية وتحقيق أقصى فائدة.,college,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fadmission%2F%26lnselect%3D2.html,college,,,,,,
مقـار الأكاديمية,,news,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fcampuses%2F%26lnselect%3D2.html,news,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC,"var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
الكليـــات بالأكاديمية,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم.,college,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fcolleges%2F%26lnselect%3D2.html,college,,,,,,
كلية الهندسة و التكنولوجيا الإسكندرية,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم.,college,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fcolleges%2Fcoe%2Falex%2F%26lnselect%3D2.html,college,,,,,,
كلية الهندسة و التكنولوجيا القاهرة,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم.,college,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fcolleges%2Fcoe%2Fheliopolis%2F%26lnselect%3D2.html,college,,,,,,
توفر الأكاديمية لطلابها فرص مميزة من التدريب العملى لتطبيق ما تم دراسته لتساعدهم على إكتساب المهارات اللازمة لسوق العمل,ايمانا من الاكاديمية العربية للعلوم والتكنولوجيا والنقل البحري بأهمية التدريب العملي الميداني للطلاب ومايحققه من صقل لمهاراتهم وتأهيلهم للعمل مباشرة دون الحاجة الى دورات تدريبية متخصصة وزيادة قدرتهم على التواصل والعمل الجماعي، فان الأكاديمية توفر فرص للتدريب العملي الميداني داخل وخارج البلاد للإرتقاء بمستوى التدريب الطلابى ليتواكب مع مستجدات التكنولوجيا والتطوير ولضمان تحقيق التدريب لأهدافه المرجوة ثم تنميط التدريب ووضع المعايير والضوابط المحققة لضمان جودة التدريب.,college,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fcolleges%2Fpractical-training%2F%26lnselect%3D2.html,college,,,,,,
أهم الأحداث في الاكاديمية,,event,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fevents%2F%26lnselect%3D2.html,event,,"var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC
التسجيل عبر الإنترنت,,news,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fidc_apps%2Freg_paths.php%26lnselect%3D2.html,news,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC يتم التسجيل فى الأسبوع الذي يسبق الفصل الدراسي مباشرة. كما تعلن توقيتات الدراسة قبل بدء الفصل الدراسي، وعلى الطالب أن يستكمل إجراءات التسجيل كافة فى مختلف المقررات الدراسية بنفسه، وعليه أن يلتزم التزاماً كاملاً بالقواعد المنصوص عليها كافة فى كتيب قواعد التسجيل. .,"var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
50 عاماً من التميز,,announcement,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Findex.php%26lnselect%3D2.html,announcement,"نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC بدأنا أنشطتنا في الإسكندرية أصبحت الأكاديمية فرعا لإتحاد في مصر VMU عضو في الاتحاد الدولي للجامعات من بين المراكز الستة الأولى للمعيار ISO مستويات التعليم العالي أنشأت الأكاديمية حرمًا جامعيًا جديدًا على أحدث طراز في القرية الذكية رقم 1 لجودة التعليم في مصر وفقًا لـ تصنيفات التأثير نحن نفخر بأنفسنا في الأكاديمية لدعم طلابنا وأعضاء هيئة التدريس والموظفين لدينا ويشرفنا أن نشارك نجاحهم وجوائزهم (AAM Team) (ROV Team) إنجازات وجوائز الأكاديمية إنجازات وجوائز الأكاديمية إنجازات وجوائز الأكاديمية الشؤون البحرية بالأكاديمية دعم قطاع التعليم والتدريب البحري تنظم كلية اللغة والإعلام بالأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري المؤتمر الدولي الثالث، LANACOM 2025، تحت عنوان ""الحوار بين الثقافات وآ نحن سعداء بالإعلان عن مؤتمر MARLOG 14 القادم، المقرر عقده في الفترة من 23 إلى 25 فبراير 2025. سيجمع هذا الحدث نخبة من المحترفين والباحثين والمبتكرين في قطاعات هذا إعلان ومعلومات مطلوبة للأسبوع الدولي الثالث لتدريب الموظفين (ESOGU ISTW 2025) في الفترة من 12 إلى 16 مايو 2025، ضمن شراكة برنامج إيراسموس+ ICM بين ESOGU وAASTMT. هذا إعلان ومعلومات مطلوبة للأسبوع الدولي الثالث لتدريب الموظفين (ESOGU ISTW 2025) في الفترة من 12 إلى 16 مايو 2025، ضمن شراكة برنامج إيراسموس+ ICM بين ESOGU وAASTMT. هذا إعلان ومعلومات مطلوبة للأسبوع الدولي الثالث لتدريب الموظفين (ESOGU ISTW 2025) في الفترة من 12 إلى 16 مايو 2025، ضمن شراكة برنامج إيراسموس+ ICM بين ESOGU وAASTMT. مناقصة لشراء شاحنة نقل النفايات مناقصة لشراء شاحنة نقل النفايات شروط التعاقد مع مستشار لتقديم الدعم الفني لخمسة فرق فائزة في مسابقة الوطنية شروط التعاقد مع مستشار لتقديم الدعم الفني لخمسة فرق فائزة في مسابقة الوطنية مشروع يون جرين لدعم اعضاء هيئة التدريس مشروع يون جرين لدعم اعضاء هيئة التدريس إعلان عن الاختصاصات الخاصة بمستشار رئيسي لتجميع وصياغة ورقة السياسة إعلان عن الاختصاصات الخاصة بمستشار رئيسي لتجميع وصياغة ورقة السياسة إعلان طلب تقديم خدمات تصميم وطباعة دراسة حالة لمشروع يونيجرين إعلان طلب تقديم خدمات تصميم وطباعة دراسة حالة لمشروع يونيجرين تقديم الدعم لجميع الطلاب ، بالإضافة إلى فرص لا حصر لها لتكوين صداقات جديدة تتوفر مرافق رياضية رائعة ، مهما كانت الرياضة التي تمارسها للتواصل واكتساب خبرات تعليمية قيمة خارج الفصل الدراسي تعد الأكاديمية واحدة من أكبر مراكز التدريب ، حيث تقدم شهادات في مجموعة واسعة من التخصصات لمساعدة الأفراد والمؤسسات في مصر والعالم العربي. كلية الإدارة والتكنولوجيا ككلية الهندسة والتكنولوجيا كلية اللغة والإعلام كلية الإدارة والتكنولوجيا توظيف المعرفة العلمية والخبرة والتطوير التكنولوجي في جميع مجالات الأكاديمية قراءة المزيد عن البحث والابتكار تعرف على مشاريعنا البحثية استكشف تصنيف الأكاديمية قائمة كاملة بالمقالات البحثية بالأكاديمية ناشر لمجلات أكاديمية عالمية كليات, معاهد، مراكز الشركات الناشئة ، المسابقات مسابقات ، معلوماتية ، روبوتات خدمات التدريب والاستشارات على مدار 50 عامًا ، حققت الأكاديمية العديد من الإنجازات في التعليم والتدريب والبحث في مجالات النقل البحري وعلوم الهندسة والإدارة. ويرجع ذلك إلى التطبيق المنهجي للتكنولوجيا الحديثة في هذه المجالات تاريخ الإشادة بالأكاديمية #1848 Worldwide #101 Arab Region Exceptional Performance & Quality standards #1 Egypt in Quality Education بدء الدراسة بالفصل الدراسي الأول بدء التسجيل وسداد المصروفات بالفصل الدراسي الأول إعلان نتائج الفصل الدراسي الصيفي",,,,,
أخبار الأكاديمية,,news,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fnews%2F%26lnselect%3D2.html,news,نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. نحن نؤمن بأن التميز المستدام في التعليم والبحث ، التطوير والابتكار هما طريقتنا في الوصول إلى الريادة بين الجامعات والمؤسسات التعليمية في المنطقة العربية عالم. مع التحديات الاقتصادية وجودة النمو الاقتصادي المستدام أصبحت حاجة ملحة تأسس مركز البحوث والاستشارات بالأكاديمية لخدمة النقل البحري في مصر والدول العربية. RMSI تم إنشاءه بالأكاديمية لتنفيذ متطلبات المعايير الدولية خدمات استشارية من خلال المركز العربي الاستشاري للتحقيق في الحوادث البحرية - AMAIC,"var $zoho=$zoho || {};$zoho.salesiq = $zoho.salesiq || {widgetcode: ""be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e"", values:{},ready:function(){}};var d=document;s=d.createElement(""script"");s.type=""text/javascript"";s.id=""zsiqscript"";s.defer=true;s.src=""https://salesiq.zoho.com/widget"";t=d.getElementsByTagName(""script"")[0];t.parentNode.insertBefore(s,t);",,,,
ابحث في برامجنا & المقرر التعليمي,,department,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fprograms-courses%2Fresults.php%3Farea_study_id%3D0%26search%3D%26lnselect%3D2.html,department,,,,,,
,,staff,html\plain_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fvice%2Fedu-affairs%2F%26lnselect%3D2.html,staff,,,شئون التعليم والطلاب,,,
